user_id,posted,item_id,review,sentiment_score,item_name
76561198087423111,"Posted January 23, 2014.",4000.0,Pretty good game. Just wished it supported Adobe Flash for Mac users.,0.8126,Garry's Mod
76561198053314010,Posted February 16.,7670.0,fantastic game,0.5574,BioShock
ninehcg,"Posted November 12, 2014.",4000.0,ดี,0.0,Garry's Mod
76561198034888857,"Posted November 3, 2014.",730.0,Brilliant game. Best CS since Source.,0.8402,Counter-Strike: Global Offensive
avenger_leo,"Posted June 28, 2014.",4000.0,batata,0.0,Garry's Mod
76561198015275299,"Posted July 29, 2014.",4000.0,Garry's Mod is one of my favourite games. It is a lot of fun and also alot of rage depending on the gamemode. I reccommend this game to everyone!,-0.1511,Garry's Mod
WeBarePandaBears,"Posted April 18, 2015.",4000.0,This is  the Best Game the the nice people and the awesome builds you can make makes it perfect.There is only one downside the hackers and bullies even though they affect the game if you enjoy them it makes the game 10/10Thanks all the Steam workshop Creators you helped by making it awesomeTotal i give it is 10/10 Keep it up guys,0.9231,Garry's Mod
76561198052804938,"Posted January 29, 2015.",4000.0,awesome!,0.6588,Garry's Mod
darkayon,"Posted September 13, 2014.",4000.0,Good. Buy it!,0.4926,Garry's Mod
76561198071631039,"Posted October 30, 2014.",4000.0,iz gud,0.0,Garry's Mod
ToxicK-9,"Posted June 25, 2014.",4000.0,OMG one of the best games i have ever played when you get bored just download some random crap :D,0.7865,Garry's Mod
Dolfinius,"Posted May 23, 2015.",4000.0,best game ever,0.6369,Garry's Mod
FastAsACheetah,"Posted December 1, 2013.",4000.0,You can actually do all kinds of S*** in this game.,0.0,Garry's Mod
76561198065899297,"Posted July 11, 2014.",4000.0,"Brilliant Game, very fun and very diverse in game modes. Most servers have co-operative Admins and friendly players.Avoid any servers called: Quarantine Gaming - They are corrupt and will attempt to convince you to donate to them, poor sod, this kid Batman is so guillible, I quote ""My parents are horrible they won't let me donate money..."" seriously? Anyway the Owner Bob Dylan (Avoid this guy) went on to try and convince the kid to ask more and more, of course I think this is apalling so I step in and tell Bob Dylan to back off and explain to Batman the reason why his parents don't want him donating his money (keep in mind this kid is around 10 years old so his grasp on reality is pretty dodgy), anyway the QG|Bob Dylan bans me for this.So sorry for my rant, but there isn't really a better way to tell everyone, but yeah Gmod is excellent.",0.8272,Garry's Mod
Nexu-Kun,"Posted October 12, 2014.",4000.0,Buenisimo !,0.0,Garry's Mod
razzer_serbia_2,"Posted December 23, 2013.",4000.0,"A very good game for builders,Minecraft players and persons with creative minds out there.It totally beats other sandbox games because in Garry's Mod you can do almost anything.Sure other times it crashes but hey,its your computer'/community addons' fault if you crash.Sure it gets boring playing around with the vanilla one after a while but you can  still download some addons in the workshop which makes the game more interesting.Tired of playing sanbox?Play other gamemodes then.There are many gamemodes in the game that will surely liven up your game and all of these are just only a fraction of Garry's Mod awesomness.",0.5854,Garry's Mod
76561198063966018,"Posted July 20, 2014.",4000.0,this is cooked,0.0,Garry's Mod
uradumbtit,"Posted August 4, 2014.",4000.0,fun fun fun,0.872,Garry's Mod
smellyshorts,"Posted June 1, 2015.",4000.0,Join a server and get yelled at by a bunch of 9 - 12 year olds. Accidentaly made the mistake of calling a 9 year old 12 and got my ear drums pierced. Other than that it offers hours of some fun gameplay and moments of stupid fun. if you play DarkRP make sure to read the rules other wise people will whine and call an admin,0.8074,Garry's Mod
76561198054693295,Posted February 13.,304930.0,Fun Little game!,0.5562,Unturned
76561198073647322,Posted March 12.,4000.0,this game is AMAZING!!!,0.7513,Garry's Mod
76561198084519825,"Posted March 26, 2014.",4000.0,you can kill gman 10/10,-0.6908,Garry's Mod
aids101tonight,"Posted March 21, 2014.",4000.0,"endless fun, never gets boring. simple",0.6442,Garry's Mod
CockyChicken,"Posted May 10, 2014.",221100.0,Highly recomend this game. fun for days and good to play in a group its not really a horror like its stated but its a good survival game. although its very buggy in the games current state keep in mind it is in alpha. it has alot of potensial in my opinion 8/10,0.8442,DayZ
76561198110959352,"Posted February 4, 2014.",4000.0,i love this game it has lots of different gamemodes on it with the most popular to be ttt (trouble in terriorist town) so plz get this game i would love to play with u.,0.9396,Garry's Mod
sunnnnnnnnnnnny,"Posted March 14, 2014.",4000.0,"Awesome game, totally recommend this game bruv",0.7841,Garry's Mod
guy47b,"Posted July 1, 2014.",4000.0,fffffffffffffffffffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuunnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,0.0,Garry's Mod
Parappatherapperisbest,"Posted September 23, 2014.",4000.0,"This is a very good game for people who like sandbox games, its has tons of workshop items and the possibilities of stuff is endless. There are hidden props aswell as hidden locations in maps. Its a ton of fun, I love it and it is one of the best games I have ever seen.I would rate this fabulous creation a 10 out of 10 to you facepunch :)",0.9788,Garry's Mod
doyouevensmokeweed,"Posted January 12, 2015.",4000.0,This game teach you HowtoBaic. /_\,0.0,Garry's Mod
76561198085181270,"Posted March 1, 2014.",4000.0,its good,0.4404,Garry's Mod
bigboogaloo,"Posted July 18, 2014.",4000.0,after 750 hrs igt i still find this hard to masturbate to,-0.128,Garry's Mod
BonnieMTD,"Posted April 22, 2014.",4000.0,My most favourite game GET IT,0.0,Garry's Mod
Nowada,"Posted February 9, 2015.",4000.0,mui bueno pero :c se compra :c,-0.7351,Garry's Mod
SoleSaliva,"Posted March 9, 2015.",4000.0,"Mods, Mods everywhere",0.0,Garry's Mod
Truebro115,Posted June 26.,4000.0,This game has to be 2nd on my list of favourite games. I reallly enjoy playing this game with friends. There are many gamemodes in gmod that make this game really fun. DarkRp is a really good gamemode with your mates.,0.9311,Garry's Mod
cheezau,"Posted July 3, 2011.",4000.0,Fun is the only word I can say!,0.5562,Garry's Mod
76561198073873333,"Posted December 21, 2013.",4000.0,This game i struely the best,0.6369,Garry's Mod
NinjaZStarz,"Posted December 26, 2013.",4000.0,Awesome Sandbox Its A Must Play. But I don't recommend it to people who hate downloading content such as maps and gamemodes,-0.6668,Garry's Mod
Denroxyou,"Posted April 13, 2013.",4000.0,gr8 game m8 8/8 no deb8,0.5994,Garry's Mod
maestroharry,"Posted March 16, 2014.",4000.0,This is a bad game for bad people. Do not buy.,-0.7906,Garry's Mod
76561198079356660,"Posted December 2, 2013.",4000.0,Well I would highly recommend this game to anyone its highly addictive and just pain amazing Buy this game now you wont regret it 9/10,0.7734,Garry's Mod
76561198076683773,"Posted July 12, 2014.",4000.0,This game is halarious :'),0.5106,Garry's Mod
76561198055055523,"Posted February 23, 2013.",4000.0,ahjug al.sa.ejo awrethis game is just awesome you should get the combo pack tho.it comes with gmod and counter strike source so you can have the css maps and stuff for it. 10/10!,0.5983,Garry's Mod
76561198053721457,"Posted July 25, 2014.",304930.0,Is k,0.0,Unturned
TheLifeAndTimesOfTim,"Posted May 29, 2015.",4000.0,Literally do anything you want.,0.0772,Garry's Mod
76561198062177156,"Posted January 19, 2014.",4000.0,Hey guys if you like sandbox games this game is for you ive played alot on this game and i have loved every single bit of it it has some of your fav games like Left4Dead2 TF2 and more hre game is only $10.00 or if you got it at tthe ebd of year sale it was like $5.00 so yer guys try it out :P,0.958,Garry's Mod
LieutenantFury,"Posted June 27, 2015.",4000.0,"Seems like this game has potential. I haven't played it much, though.",0.119,Garry's Mod
DarkKnight2599,Posted August 12.,4000.0,"Garry's Mod is one of the oldest games out there on steam. However, it's still one of the most popular and most played games on Steam. Garry's Mod is an endless sandbox game which is a sandbox version of the well and known played game, Half Life 2. This allows the user to interact with many things such as objects, cars, ragdolls, etc. From this, the user is able to create anything, they can build contraptions, boats, vehicles, houses, towers, etc. The possibilities are endless! From my experiences, I have overall spent 3,000+ hours onto this game and I've never gotten bored of it yet, not even a little since not only does Garry's Mod include Sandbox mode, there are many more other modes. Some made by Garry and the rest made by the Garry's Mod Community. In addition, Garry's Mod also includes a workshop which allows people to upload their work of art, new items such as weapons, maps, vehicles, etc. Garry's Mod is mostly made up by the community. Anyways, I highly recommend this game to everybody highly because of the price and the infinite possibilities.And there's the other side. This includes-12 Year Old Admins-Mic Spammers-Hackers I had nothing else to think of :(	Also, from my old review \/Want to kill people? Get Garry's ModWant to roleplay? Get Garry's ModWant to die? Get Garry's ModWant to play with physics? Get Garry's ModWant to fly? Get Garry's ModWant to troll? Get Garry's ModWant to get banned by 12 year olds? Get Garry's ModWant to play with friends? Get Garry's ModWant to play insane deathmatches? Get Garry's ModWant to play crap ton of gamemodes? Get Garry's ModWant to get hit by a flying couch? Get Garry's ModWant to be run over by a truck? Get Garry's ModWant to build a boat thinking you're a pirate? Get Garry's ModWant to fly a helicopter? Get Garry's ModWant to go skydiving? Get Garry's ModWant to watch videos? Get Garry's ModWant to dance? Get Garry's ModWant to be AFK? Get Garry's ModWant to be attacked by a crap ton of zombies? Get Garry's ModWant to keep reading this list? Get Garry's ModWant to create funny animations? Get Garry's ModWant to throw a car at a computer? Get Garry's ModAre you bored? Get Garry's ModWhy are you still reading this, just get the god damn game already. If you got no money, then take this [̲̅$̲̅(̲̅5̲̅)̲̅$̲̅]In conclusion, great game. 100/10 would recommend.Thank you for reading my review, have a nice day (ᵔᴥᵔ)",0.8706,Garry's Mod
76561198069234556,"Posted October 30, 2014.",4000.0,esse jogo e muito bom e tem graficos bons tambem da pra se divertir,0.0,Garry's Mod
decnics,"Posted March 7, 2014.",4000.0,"One of the best games ever on steam 11 stars out of 5It has awesome single player where you can spawn in rag-dolls and objects and just mess around with themThe multiplayer is the best part of the game, they're are about 14 different game modes, some which are zombie infection, trouble in terrorist town and G-mod flood.My all time favorite memory from g-mod was when i was in a zombie server, we were waiting in a room, hoping that the zombies wouldn't have killed the guys at the front, i managed to jump into a vent at the top where 3 other guys were there loaded with ammunition, i don't know how but the zombies made it in a killed everyone, we were the last people to be gotten at because someone had barricaded the entrance to the vents with chair, books etc.ONE OF THE BEST GAMES ON STEAM MUST BUY!",0.9681,Garry's Mod
76561198056968272,"Posted February 7, 2015.",730.0,Counter Strike 2. Masterpiece,0.5574,Counter-Strike: Global Offensive
Rodey1,"Posted January 24, 2014.",4000.0,"Luke: ""I'm bored of the same games over and over but i dont have enough money to buy any others, what ever shall i do?""Jacob: ""Go play outside.""Garry: ""Dont listen to Jacob, Just play Garry's Mod young Luke, it has many gamemodes in 1 and you can even make your own, all at a small price!""Luke: ""Why thanks Garry! Oh and what game is 'Outside'? It doesn't sound very good.""",0.8871,Garry's Mod
voaDs,"Posted July 7, 2015.",4000.0,It's Garry's Mod. Get it.,0.0,Garry's Mod
Strikeria,"Posted February 15, 2015.",4000.0,蛮好玩，比较值,0.0,Garry's Mod
76561198084519825,"Posted March 26, 2014.",4000.0,you can kill gman 10/10,-0.6908,Garry's Mod
SabreHound,"Posted January 5, 2014.",4000.0,This game is addicting as hell hope they could make a second one with more features,-0.4019,Garry's Mod
BokuNoSekai,"Posted July 23, 2014.",4000.0,"Let's see... Now, where do i start? Well, i wanted Garry's Mod since 2012 because i though that it looked fun. Well, guess what? It isn't. I mean, there are a few awesome stuff in Gmod, but they just die too quickly. It usually won't start saying that no steam user was found. Overall, it's a terrible game. I'm sure you're wondering why the hell am i recommending this ""game"" if i hate it. Well, when i say that Gmod is a terrible game, i meant that Gmod is terrible for playing games. Let me guess... Are you confused right now? Don't know what i'm talking about? This is what i'm trying to say:Gmod's sandbox is kind of dull and boring. It's just like Half-Life 2 with sv_cheats 1. Trouble in terrorist town (TTT) isn't really my thing. Cinema? One word: Mac. DarkRP? LOADING IS LOVE, LOADING IS LIFE. So, i've said many terrible things. What's the good part? Well, the only good part here is the sandbox. Not the killing-combines-and-striders-with-a-freaking-vuvuzela sandbox, but the creative sandbox. You can build almost everything in the sandbox. If you're not the engineering kind of guy, you can pose characters and create a story for the picture.Not enough? Then make a video with Gmod! You don't need any fancy-dancy stuff like Frappucinos (fraps) or Sonic Vegeta Noob (Sony Vegas Pro)! Just use Quicktime player and Imovie! (unless you have windows. Then i'm afraid you're screwed.) Gmod is not a time killing ""game"". Heck, i won't even call this a game! It's more of like a tool. A tool made to train your imagination. A tool to become a kid again. (Even if the game is gory) And so far, no other application has been able to pull this off.Except for paint. That application catches your application so damn well.",-0.9532,Garry's Mod
76561198093818820,"Posted December 29, 2014.",300.0,"Ma god, Ma god, Ma god. If Jebus Christ was in WWII with guns and violence and then turned into a game.... It will create this game. 9/10 IGN - It's aight",0.3182,Day of Defeat: Source
ej908,"Posted July 15, 2014.",304930.0,Really great game. Fun to play with friends. Based of dayz. Its perfect if you dont have enough computer power to run dayz like myself. This game brings back memories of dayz Arma 2 mod.,0.9621,Unturned
76561198245310554,"Posted September 27, 2015.",4000.0,i really like the game but heaps of the textures are missing and people say you need cs source and that means you have to pay and extra 20 dollars and thats just not fair,-0.6055,Garry's Mod
76561198101686893,"Posted January 17, 2015.",4000.0,Best game ive played in a long time.,0.765,Garry's Mod
thomas_v2000,"Posted February 10, 2014.",220.0,i like this game just like my face,0.6124,Half-Life 2
Matt4Prez2K16,"Posted September 20, 2013.",4000.0,Great game.... admit it... you just want it to pose the ragdoll in sexual positions.... ;P,0.7351,Garry's Mod
slushyb,Posted May 6.,4000.0,inmature simulator aka garrys mod is a cool game where u make things with stuff like a bathtub and u cannot go a week without downloading atleast 1 addon lituarly every server has atleast 100 addons anyway i REALLY recommend this game its very addictive and yeah,0.8686,Garry's Mod
Fumblee,"Posted July 4, 2014.",4000.0,a good game,0.4404,Garry's Mod
legendaneo,"Posted March 21, 2014.",4000.0,"Great Game, alot of weird and kooky machines and gamemodes. But one of the most fun and exciting games ever.",0.915,Garry's Mod
76561198070991782,"Posted March 20, 2013.",240.0,"I picked up this game to get the Garrys Mod textures for the different modes e.g jail break, of course not expecting to like the game.... Well i was horribly wrong, i fell in love with this game. This is an incredibly good game, a large variety of different game modes. Definitley worth picking up.10/10",0.4182,Counter-Strike: Source
georgebrah,"Posted June 13, 2014.",240.0,"May have ♥♥♥♥♥♥ graphic, old guns, sounds and characters. But it's still better than most games on the market nowaday. It's not about the quality of graphic, it's about the quality of gaming.",0.5927,Counter-Strike: Source
BrahJimbo,"Posted November 22, 2013.",4000.0,"If your like me this game you can do anything you want with creations you can download from steam and get more maps and plenty of gamemodes, its like plenty of games all in one!",0.8016,Garry's Mod
76561198085982092,"Posted January 23, 2014.",240.0,Awesome game ,0.6249,Counter-Strike: Source
76561198143796448,"Posted July 9, 2014.",4000.0,i found the answers 10/10,0.0,Garry's Mod
76561198068968487,"Posted January 24, 2014.",4000.0,i recon this game is good if your bored or playing with friends,0.6908,Garry's Mod
Just_Some_Random_Stranger,"Posted November 15, 2014.",4000.0,"i am only doing this to get a badge, i also really like garry's mod i think its good",0.6901,Garry's Mod
ShiftyWombat,"Posted September 24, 2014.",4000.0,Very goodVery niceI like itI like it a lot,0.6734,Garry's Mod
Nuclueus,"Posted February 18, 2014.",4000.0,"i recommend this game to everyone, no matter who you are, Garry's Mod has somthing to offer you.you like puzzles? it has thatyou like comics? make your ownyou like movies? get to workyou like Role Playing Games? they're in thereyou like scary games? theres hundreds of fan-made and good quality jump-scaresyou like messing around? no objectives at all? build ♥♥♥♥ and blow it up? welcome to Garry's Modgarry's Mod is the best thing i've ever played",0.9728,Garry's Mod
eliteboy,"Posted December 9, 2015.",730.0,"To win your competitive matches: cite the follow ""RUSH B OK RUSH B ♥♥♥♥♥ RUSH B CYKAAAA ."" (applies to cts aswell).",0.8143,Counter-Strike: Global Offensive
jarradmcj,"Posted April 21, 2014.",4000.0,This games shoudnt be called a game but a game hub. Theres something for everyone,0.0,Garry's Mod
NinjaPrei,"Posted December 4, 2013.",4000.0,Muito bom recomendo pq nesse jogo THE ZUEIRA NEVER ENDS FROM HELL,0.6377,Garry's Mod
76561198087570173,"Posted June 22, 2015.",220.0,Game of all of the years.,0.0,Half-Life 2
76561198089271904,"Posted December 28, 2013.",550.0,Esta re bueno,0.0,Left 4 Dead 2
h00py,"Posted September 30, 2014.",70.0,This is a great game evreyone should play it,0.7579,Half-Life
76561198085960667,"Posted January 12, 2014.",4000.0,Muito divertido!,0.0,Garry's Mod
76561198019297801,"Posted March 10, 2014.",4000.0,i thing gmod is an awesome creativity game i think its a game that inspires people to build discover and create so i would rate it 9 and a half out of ten,0.8934,Garry's Mod
76561198015240666,"Posted January 18, 2014.",240.0,as,0.0,Counter-Strike: Source
76561198077762687,"Posted September 28, 2014.",4000.0,GREAT GAME!!!,0.7163,Garry's Mod
saintfox,"Posted July 15, 2012.",4000.0,"This is like real life, you can build anything and use half life weapons, also there are mods to get online.i have also heard you can create animations with this gamethis is one of my favourite games to play.",0.4767,Garry's Mod
76561198061559559,"Posted August 4, 2015.",4000.0,ok for those who don't know garrys mod is a sandbox. a game where you can make anything and everything (apparetly) ok what about if im not that inventive. well we have steam workshop support. well whats on the workshop you may ask.well theys pretty much anything you can inmagine. ok well i want a giant flying naked woman.mmmmmm sorry don't have that. ok how bout a horse i can ride on. sorry don't have that either. fine how bout this map a server is running. sorry don't have that. so what else i can do. well theres multiplayer. ok? it hosts everysort of gametype you can think of. so i join a rp server and i find its filled with ♥♥♥♥♥♥s breaking everyrule on the server from killing people to traping them and vehicles against walls and the admins are no where to be found. so i went stuff it and moved on to another rp server where it has a leveling system so i was in a stuation where im only level 3 when everyone else is level fifty billon or something just as bull ♥♥♥♥. so it ends up you emptying every single bullet in your gun and reserve and still not kill them yet you can't seam to take two rounds before dieing. the reason why leveling systems work in games say fallout its because its single player and the levels adjust for the diffculty. the reason why levels don't work with a multiplayer game such as gmod is because the maps are small and the low level players are stuck playing with high level scumbags and you end up in a situation where your trying to protect your home and you can't kill him because he has a health of one million(or something just as stupid) and you end up dieing to one or two hits so i went ♥♥♥♥♥♥♥♥ to it and i just played single player. it kept me busy for a bit but you end up with ♥♥♥♥ all to do. some might say im being to hard on it its just a ten doller game some might say im to hard to please and some of them can shut the ♥♥♥♥ up.,0.8123,Garry's Mod
76561198076583990,"Posted February 18, 2014.",4000.0,ce je é kro bi1,0.0,Garry's Mod
sunnnnnnnnnnnny,"Posted March 14, 2014.",4000.0,"Awesome game, totally recommend this game bruv",0.7841,Garry's Mod
negrosarcastico,Posted January 23.,4000.0,estaba gabe newell y despues esto <3,0.4404,Garry's Mod
76561198053916297,Posted July 3.,4000.0,Hey that's pretty good,0.7269,Garry's Mod
76561198012572074,"Posted December 6, 2013.",4000.0,"Un juego bastante bueno, tiene muchas cosas variadas para hacer y boludear con amigos.",0.0,Garry's Mod
jazarey,"Posted May 16, 2015.",550.0,"This game is sooo addicting and fun to play, especially online and with friends. Combined with the countless mods and custom maps in the Steam Workshop, it has infinite replay value!",0.8883,Left 4 Dead 2
camo88,"Posted January 21, 2014.",240.0,"Hey guys, well counterstrike source, i have to say its a great arcade shooter which takes the FPS genre back to barebones play style. Comparing it to todays current call of duty's!!! So no perk packages or leveling up, just all out great weapons and fierce competition via the online servers. My ratings a 8 outta 10 and a must own for any FPS fan!!!",0.8951,Counter-Strike: Source
Astrelt,"Posted April 3, 2015.",4000.0,"It's an old game indeed it is, but a great one, a gem at that! It's a steam must have and it was a revolution to the sandbox genre. GMOD is a versatile sandbox that you can tweak the very physics of objects and change them however! I like creating slingshots, hovercars, cars you can't drive because they're way to fast... and hey! You can even put faces on melons! This game can get a little buggy, but all bugs here are halarious! and if you have friends to play with, your in for one hell of a treat!",0.9536,Garry's Mod
winnieafg,"Posted December 5, 2013.",4000.0,เล่นกะเพื่อนๆอ่ะ หนุกนะ ขอบอก อิอิๆ,0.0,Garry's Mod
76561198069514229,"Posted June 15, 2015.",4000.0,divertidisimo,0.0,Garry's Mod
Destroyr_117,"Posted January 26, 2014.",4000.0,best game ever to have fun and pass the time,0.8176,Garry's Mod
HackingPro1,"Posted September 28, 2013.",4000.0,"(if you cant be bothered reading this then just scroll down for the rating and reasons on why it's good and bad)It's a really good game considering its price however it does take a week to get used to the controls and how some of the gamemodes work in it but they don't have a tutorial... It's annoying how you do need CS: Source to view a lot of maps and items that most servers use but you can get those textures for free off of websites which is legal (just in case you think it isn't) or you can do it through a tiny bit more legitament way by buying it with Garry's Mod or standalone but I highly recommend buying it in a bundle as it does lower the price by quite a bit. If you can't be bothered installing all the textures by downloading them online then buying it would be better for you as all you need to do is download CS: Source and just go back onto Garry's Mod but if your like me and your going to barely play CS: Source then just buy it on a sale or download the textures (to be honest I did both because I downloaded the textures but about a month later the game was about $2 so I bought it anyway).7/10 for...Negatives:- Making it incredibly dificult to download the textures.- Forcing you to have them in the first place- Making CS:source way too overpriced considering it's not even that good compared to CS: GO which is newer and cheaper- No tutorials- Overly complicated tools considering thier is no tutorialPositives:- Lowering the price to $1 on sales- Making the original price $10 (considering its a online only game)- In-built workshop compatibility- So many different gamemodes- Some gamemodes are mixed in with others on some servers to create the ultimate game (sort of like Sandbox where you can do what you want and build with PVP where you can still do what you want but no flying through walls, building bases, killing others and still building amazing contraptions).In summary Garry's Mod is a great casual game that you can play everyday if you want but it isnt hardcore so it's meant to be more of a entertaining, funny game which is a lot better to play with friends and if you don't have friends then use a mic while playing on servers as it will be just as much entertaining (you don't have to have a mic either you can also type in chat).",0.9968,Garry's Mod
76561198085169531,"Posted January 12, 2014.",4000.0,Muy Buen juego lo recomiendo demaciado,0.0,Garry's Mod
76561198093167547,"Posted January 1, 2014.",4000.0,This game is so freaking fun!!!!!!!!!!!!!! I recommend it to people who like fps games or sandbox games,0.4244,Garry's Mod
76561198085285121,"Posted January 8, 2014.",4000.0,i like valve games and the fan bases mods but this one -_-it lAGS OUT YOUR PC i you are trying to make a zombie hord mapgets old vey fast you need all the valve games to play on any server with out error and i got 75% of their gamestotal rating 5/10 needs some work,-0.3182,Garry's Mod
LeAssasinMinion,"Posted January 28, 2015.",4000.0,Game is so Awesome you should get,0.7384,Garry's Mod
Lonneycorn,"Posted March 7, 2014.",4000.0,A game where you can shoot you freinds with a nyan cat gun is brilliant a must have for every one,0.0,Garry's Mod
BonnieMTD,"Posted April 22, 2014.",4000.0,My most favourite game GET IT,0.0,Garry's Mod
mortonawsome100,"Posted January 27, 2015.",4000.0,fun game,0.5106,Garry's Mod
76561198047866465,"Posted November 15, 2014.",240.0,its really good!,0.54,Counter-Strike: Source
angusstew,Posted February 18.,730.0,goood gAME HAVE LOTS OF FUN WTH IT LOLO,-0.0258,Counter-Strike: Global Offensive
stewysdsdsdsadasdgsadf,"Posted August 19, 2015.",4000.0,"so fun, party up with friends on darkrp and make meth",0.8648,Garry's Mod
76561198060571519,"Posted July 24, 2014.",240.0,"A fun and oldschool FPS that is still being played today with an active community. If you love CSGO, you will love this game.",0.9501,Counter-Strike: Source
Get_SiCkled,"Posted December 27, 2012.",4000.0,awesome,0.6249,Garry's Mod
76561198031106842,"Posted March 27, 2014.",4000.0,beast game,0.0,Garry's Mod
kt7580,"Posted June 25, 2014.",4000.0,You can do anything,0.0,Garry's Mod
Lonneycorn,"Posted March 7, 2014.",4000.0,A game where you can shoot you freinds with a nyan cat gun is brilliant a must have for every one,0.0,Garry's Mod
76561198078482884,"Posted February 8, 2014.",4000.0,Sem Comentarios,0.0,Garry's Mod
LukasTrotacielos,"Posted December 17, 2014.",4000.0,"Muy divertido, en especial cuando se juega con amigos =DLo recomiendo ;)",0.2263,Garry's Mod
HarrisonDealSteam,"Posted July 5, 2013.",4000.0,One of the best sandbox games I've ever played! Definetly worth buying If creativity Is your thing,0.8858,Garry's Mod
Kingretroofswagland,"Posted December 5, 2014.",550.0,the workshop items are better than the game itself 10/10 would get more items again,0.4404,Left 4 Dead 2
76561198080881484,"Posted February 3, 2014.",4000.0,this game is great if you just want to ♥♥♥♥ around,0.6597,Garry's Mod
altoryu,"Posted December 26, 2013.",550.0,"Left 4 Dead 2 is critically acclaimed by a lot of people but I didn't find it all that, like so many other people. But to its credit it's fun to play (But only so long as you have friends, single player is boring really), its very mod friendly with tons of mods you can download and use from skins for your characters and weapons to redone animations to fully fledged levels so if you are the type of person who enjoys that sort of thing then this is a game for you.Not really my thing considering I almost never play it with friends ever, but if you have a good abundance of friends whom you play a lot of games with, this is certainly a title worth considering.",0.9922,Left 4 Dead 2
76561198074377252,"Posted April 8, 2014.",550.0,crap crap crapif u wanna buy it donnt buy it,-0.6369,Left 4 Dead 2
bangs8,"Posted January 28, 2015.",4000.0,"Fantastic lil game to bypass time, its like lego, you can build all the things.",0.7269,Garry's Mod
76561198133746607,"Posted February 14, 2015.",4000.0,♥garrys mod,0.0,Garry's Mod
76561198028617374,"Posted April 27, 2012.",1250.0,"ONE of the best team survival games i played so far. Its got what you need in a horror apocalypes, monsters, dismemberment, gore and guns LOTS of guns.",0.4404,Killing Floor
76561197996262501,"Posted April 27, 2014.",4000.0,Great Game!!! ;3,0.7163,Garry's Mod
76561198055055523,"Posted February 23, 2013.",4000.0,ahjug al.sa.ejo awrethis game is just awesome you should get the combo pack tho.it comes with gmod and counter strike source so you can have the css maps and stuff for it. 10/10!,0.5983,Garry's Mod
76561198067799997,"Posted January 29, 2014.",550.0,Urmagush good game!,0.4926,Left 4 Dead 2
CookedTuna,"Posted September 3, 2015.",4000.0,I haven't eaten in 4 days...help me.,0.0,Garry's Mod
76561198155425199,Posted January 23.,4000.0,um i love this game,0.6369,Garry's Mod
76561198084109041,"Posted September 3, 2014.",4000.0,"This game is very uummm..... how do I say...... Interesting!! This is a extremely fun game to play with your friends, it allows you to be creative and to troll your friends with that creativity. Garry's mod is a limitless game, it allows you to do stuff even minecraft can't do! Although there are those people online who take some stuff too seriously unlike TF2 (Check it out), that is why it is better to play with your friends but playing online with other people is not so bad",0.9682,Garry's Mod
Bigmama1,"Posted August 2, 2014.",4000.0,Just 10000000/10,0.0,Garry's Mod
76561198039832932,"Posted July 9, 2015.",4000.0,man this game RULES THANKS GARRY,0.5622,Garry's Mod
juhurik,"Posted July 29, 2015.",730.0,I GOT VAC'D BECAUSE MY BROTHER WAS ON HERE HACKING FOR ♥♥♥♥ SAKE,0.0,Counter-Strike: Global Offensive
Bongholio,"Posted April 8, 2014.",4000.0,Being a half life fan it was awesome to have put hundreds of conbine soldiers in a cage and blow them up with a nuke.,0.7506,Garry's Mod
76561197984327467,"Posted May 11, 2015.",4000.0,I would have to say that this game is one of my favourites as it has millions of things to do from sandbox messing around to roleplaying to hide and seek. Hours and hours of fun has been had on this game and i definitely recommend this game to anyone and everyone.,0.7783,Garry's Mod
matt2510sonic,"Posted December 4, 2015.",4000.0,Cool game.,0.3182,Garry's Mod
76561198078482884,"Posted February 8, 2014.",4000.0,Sem Comentarios,0.0,Garry's Mod
8498521623,Posted July 10.,4000.0,Un juego en el que la creatividad se puede expresar a sus limites astronomicos,0.0,Garry's Mod
thatfuzzylittlepegasus,"Posted April 11, 2014.",620.0,"this game just blows my mind absolutely stunning.i like all aspects of it the story, voice acting, character buildup, gameplay, and the multiplayer feature",0.4173,Portal 2
76561198068968487,"Posted January 24, 2014.",4000.0,i recon this game is good if your bored or playing with friends,0.6908,Garry's Mod
