genres,title,release_date,id
"['Action', 'Indie', 'Racing']",Astral Traveler,2017-09-13,618630
"['Action', 'Adventure', 'Casual', 'Indie']",Bitcoin Collector,2017-09-13,704190
"['Action', 'Adventure', 'Indie', 'Simulation']",3030 Deathwar Redux,2017-09-13,464360
"['Casual', 'Indie']",Guitar Hardness,2017-09-13,694470
"['Adventure', 'Casual']",Dead Reckoning: Brassfield Manor Collector's Edition,2017-09-13,695990
"['Action', 'Indie']",Citadale: The Legends Trilogy,2017-09-13,670410
"['Action', 'Adventure', 'Indie', 'RPG']",Fall of Light,2017-09-28,633950
"['Casual', 'Indie']",Juice Fresh,2017-09-13,697640
"['Action', 'Indie', 'Massively Multiplayer']",Robots.io,2017-09-13,704070
"['Action', 'Indie']",ERSATZ,2017-09-13,703720
['Sports'],PRO EVOLUTION SOCCER 2018,2017-09-13,592580
"['Action', 'Indie']",Duped,2017-09-29,712760
['Action'],BlazBlue Centralfiction - Additional Playable Character JUBEI,2017-09-14,708880
"['Action', 'Casual', 'Strategy']",The Onion Knights - Definitive Edition,2017-09-14,601580
"['Adventure', 'Casual', 'Indie']",Labyrinthian,2017-09-14,699410
"['Adventure', 'Casual', 'Indie', 'Simulation']","Maggie's Movies - Camera, Action!",2017-09-13,691580
"['Casual', 'Indie', 'Strategy']",Swim Out,2017-09-14,662200
['Simulation'],OMSI 2 Add-on Express 91.06,2017-09-14,708170
"['Indie', 'Simulation', 'Strategy']",Oriental Empires,2017-09-14,357310
"['Casual', 'Indie', 'Simulation']",Puzzle Dating,2017-09-14,698830
"['Casual', 'Indie', 'Racing']",Mantis Burn Racing® - Battle Cars,2017-09-12,584192
"['Casual', 'Indie', 'Simulation', 'Strategy']",Durak!,2017-09-14,704480
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Rover Builder,2017-09-14,683770
['Simulation'],FSX: Steam Edition - FS2Crew Airbus Tools,2017-09-14,609821
['Simulation'],FSX Steam Edition: Night Environment Benelux Add-On,2017-09-14,622357
['Action'],Dishonored®: Death of the Outsider™,2017-09-14,614570
['Indie'],Super Perspective,2017-09-14,629420
"['Casual', 'Indie', 'Early Access']",Nemo_D.O,2017-09-14,575060
"['RPG', 'Early Access']",Daath Origins™,2017-09-14,655340
['Indie'],Jettomero OST,2017-09-15,682240
['Indie'],Jettomero: Hero of the Universe,2017-09-15,676480
"['Casual', 'Simulation']",Crankies Workshop: Zazzbot Assembly,2017-09-14,707380
"['Action', 'Casual', 'Indie', 'Simulation']",Chopper: Attack helicopters,2017-09-15,703760
['RPG'],FARIA: Starfall,2017-09-16,696440
"['Indie', 'Strategy']",Wars Across the World: Finland 1918,2017-09-15,574961
"['Action', 'Casual', 'Indie', 'Strategy']",ReThink | Evolved,2017-09-15,703500
['Racing'],WRC 7 FIA World Rally Championship,2017-09-15,621830
['Racing'],DLC - WRC 7 Porsche Car,2017-09-15,627390
"['Casual', 'Indie', 'Strategy']",Galaxia Conquestum,2013-08-01,683840
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Seven boys 2,2017-09-15,671240
"['Action', 'Adventure', 'Indie', 'Early Access']",Attack Of Insects,2017-09-01,707400
['Strategy'],Battles of the Ancient World,2017-09-15,385940
"['Indie', 'Strategy']",Warbands: Bushido,2017-09-15,556820
"['Adventure', 'Casual', 'Indie', 'Simulation']",尘沙惑-同人文集《一苇叶来》Doujinshi,2017-09-15,688870
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Mystic Miracles - Strategy card board game,2017-09-15,704060
"['Casual', 'Indie']",Curvy,2017-09-15,699360
"['Casual', 'Indie']",Ophidian,2017-09-15,697710
"['Adventure', 'Casual']",Witches' Legacy: The Dark Throne Collector's Edition,2017-09-15,696000
['Simulation'],A-10C: Tactical Training Qualification Campaign,2017-09-15,706180
"['Action', 'Casual', 'Indie']",ARENA an Age of Barbarians story,2017-09-15,570970
"['Action', 'Adventure', 'Casual', 'Indie']",Achievement Hunter: Offensive,2017-09-15,696550
"['Casual', 'Indie', 'Strategy']",Dice Tower Defense,2017-09-15,700660
"['Action', 'Indie']",Will Glow the Wisp,2017-09-15,640890
"['Indie', 'Simulation', 'Strategy']",Corrupt,2017-09-15,711010
"['Adventure', 'Indie', 'RPG']",DUNGEONS OF CHAOS,2017-09-15,613390
"['Free to Play', 'Indie']",Evening Surprise,2017-09-15,690930
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",DEVIL GUNS - DEMON BULLET HELL ARENA,2017-09-15,700780
"['Action', 'Casual', 'Indie', 'Racing', 'Early Access']",Scuttlers,2017-09-15,689040
"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",HORDE ATTACK,2018-01-31,695810
"['Racing', 'Simulation', 'Sports']",Screamer 2,1996-01-02,698620
['Indie'],Mazeglaser,2017-09-15,667400
['Simulation'],TANE DLC: Orient Express Trainset,2017-09-15,715080
"['Casual', 'Indie']",Celtabula,2017-09-17,706200
"['Action', 'Adventure', 'Indie', 'RPG']",Eddy紫 ~Eddy Violet~,2017-09-15,662990
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Trivia Vault: Mini Mixed Trivia,2017-09-15,706320
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation']",STELLATUM,2017-09-15,691630
"['Action', 'Casual', 'Indie', 'Early Access']",Hikaru's Cube,2017-09-15,713550
"['Casual', 'Indie']",ONLY A,2017-09-15,698990
"['Action', 'Adventure', 'Casual', 'Indie']",Nine Worlds - A Viking saga,2017-09-15,700460
"['Indie', 'Strategy', 'Early Access']",World of Castles,2017-09-16,619430
['Strategy'],Piatka Full,2017-05-23,697450
"['Action', 'Adventure', 'Indie']",Bad Thoughts,2016-12-14,661260
"['Adventure', 'Indie']",Above: The Fallen,2017-09-19,715490
"['Action', 'Adventure', 'Indie', 'RPG']",Subterra,2017-09-18,521590
"['Casual', 'Indie']",Viewpoints - Platinum Edition,2017-09-15,717600
"['Casual', 'Indie']",Double Memory,2017-09-18,676450
['Indie'],EZ4u,2017-08-25,702550
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",YOU ARE KING,2017-09-19,697000
"['Action', 'Adventure', 'Indie', 'RPG']",Eternal Lore,2017-09-19,601790
"['Casual', 'Indie', 'Simulation']",Trials of the Illuminati: Animated Sea Creatures Jigsaws,2017-09-19,709430
"['Action', 'Indie']",Voxel Interceptor,2017-09-20,681630
"['Casual', 'Indie', 'Simulation']",the Breath.,2017-09-19,699970
"['Casual', 'Indie', 'Strategy']",LOGistICAL: USA - Oregon,2017-09-19,706370
"['Action', 'Indie']",ATOMEGA,2017-09-19,619880
"['Action', 'Adventure', 'Indie']",MagiCat Original Soundtrack,2018-08-22,658900
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Ratty Catty,2017-07-21,610380
"['Action', 'Adventure', 'Indie']",ECHO,2017-09-19,551770
"['Action', 'Indie']",Undercity,2017-09-19,694140
"['Casual', 'Indie']",Zup! 6,2017-09-19,566160
"['Casual', 'Indie', 'Racing']",FEMINAZI: 3000,2017-09-19,705070
"['Adventure', 'Casual', 'Indie', 'Simulation']",Crazy Scientist,2017-09-19,709780
"['Action', 'Adventure', 'Indie']",Little People,2017-09-19,708480
['Strategy'],American Patriots: Boston Tea Party,2017-09-19,705750
"['Adventure', 'Casual']",Dark Parables: Goldilocks and the Fallen Star Collector's Edition,2017-09-19,711890
"['Action', 'Indie']",When It Hits the Fan,2017-09-19,522900
"['Action', 'Adventure', 'Indie']",The God Paradox,2017-09-19,636330
['Action'],Marvel vs. Capcom: Infinite,2017-09-19,493840
"['Action', 'Indie']",Fight'N Rage,2017-09-19,674520
"['Casual', 'Indie']",Fluffy Friends,2017-09-19,708300
"['Adventure', 'Casual', 'Indie', 'Strategy']",Weapon and Armor: Mahjong,2017-09-19,709940
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Caribbean Sail,2017-09-19,657690
"['Action', 'Adventure']",Ashworld,2017-09-19,580320
"['Action', 'Indie']",AstroShift Soundtrack,2017-09-19,713960
"['Casual', 'Indie']",Otto the Odd Ostrich,2017-09-19,670210
"['Action', 'Casual', 'Indie', 'Early Access']",Space Commander 9,2017-09-19,693020
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Chess,2011-06-23,707140
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Grave Chase,2017-09-20,611630
"['Casual', 'Indie']",Monsters and Medicine,2014-10-07,464740
"['Action', 'Adventure', 'Casual', 'Indie']",Super Fancy Pants Adventure,2017-09-20,668210
"['Action', 'Casual', 'Indie']",Arrow Heads,2017-09-21,580890
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Battle of Frigates,2017-09-21,711320
['Casual'],Mystery Loss,2017-09-21,689740
"['Casual', 'Indie']",Another Lost Phone - Official Soundtrack,2017-09-21,717630
"['Action', 'Adventure', 'Free to Play']",Half-Life: Caged,2017-09-21,679990
"['Adventure', 'Casual']",Otherworld: Shades of Fall Collector's Edition,2017-09-21,696010
"['Action', 'Indie']",Auto Age: Standoff,2017-09-21,458680
['Adventure'],Little Adventurer II,2017-09-01,708630
"['Action', 'Simulation', 'Strategy']",Steel Division: Normandy 44 - Deluxe Edition Upgrade Pack,2017-09-21,718600
"['Action', 'Casual', 'Indie', 'Strategy']",Steampunk Syndicate 2,2017-09-21,684420
"['Action', 'Adventure', 'Indie', 'Strategy']",Heat Signature,2017-09-21,268130
['Strategy'],Legions of Tyrandel,2016-12-16,537020
"['Action', 'Adventure', 'Indie']",Figment,2017-09-22,493540
"['Action', 'Adventure', 'Casual', 'Indie']",Caveman Warriors,2017-09-22,603420
"['Action', 'Adventure', 'Casual', 'Indie']",Caveman Warriors - Soundtrack,2017-09-22,634040
['Action'],The LEGO® NINJAGO® Movie Video Game,2017-09-22,640590
"['Adventure', 'Indie', 'Strategy']",Trinity Dungeon,2017-09-22,689460
"['Action', 'Indie', 'Simulation']",AddForce,2017-09-22,681950
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Destination Ares,2017-09-22,553470
"['Action', 'Indie', 'Early Access']",Enlysia,2017-09-20,665670
"['Action', 'Casual', 'Indie', 'Strategy']",Iggy's Zombie A-Pug-Alypse,2017-09-22,671560
"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildilfe Park 3 - Alaska,2017-09-22,602460
"['Casual', 'Indie', 'Simulation']",Business-hooiznes - Wallpapers,2017-09-22,720340
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",The King's Heroes,2017-09-22,461350
"['Casual', 'Early Access']",Marblesared,2017-10-04,697680
"['Indie', 'Simulation']",Waste Cleaner,2017-09-22,705260
['Indie'],Touch My Spinner,2017-09-22,702220
"['Action', 'Adventure', 'Casual', 'Indie']",Escape Fantasy,2017-09-17,697730
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",Rebons,2017-09-22,708940
"['Casual', 'Indie', 'Simulation']",Trials of The Illuminati: Animated Christmas Time Jigsaws,2017-09-23,709770
"['Action', 'Casual', 'Indie']",Sky Jump,2017-09-23,710780
"['Adventure', 'Casual']",Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,709340
"['Casual', 'Indie', 'Simulation', 'Strategy']",Bronze Age - HD Edition,2013-09-10,686900
"['Action', 'Adventure', 'Casual', 'Indie']",Beetlejuice: Bad as Can,2017-09-25,692630
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Box Maze 2 : Agent Cubert,2017-09-25,682630
"['Casual', 'Indie', 'Simulation']",Humanity Must Perish,2017-09-25,657050
"['Indie', 'Simulation', 'Strategy', 'Early Access']",DwarfCorp,2017-09-25,252390
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze 2 - Family Skins Pack,2017-09-25,711580
"['Action', 'Indie', 'Early Access']",Tough Story: Big Hell,2017-09-25,685800
"['RPG', 'Strategy']",Pathfinder Adventures: The Official Soundtrack,2017-09-25,707090
"['RPG', 'Strategy']",Pathfinder Adventures - A Fighter's Tale: Valeros,2017-09-25,707240
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Early Access']",Blocksworld,2017-09-25,642390
"['Action', 'Casual', 'Indie']",TriElement,2017-09-26,708140
['Indie'],Doodle Jamboree,2017-09-26,687360
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Strategy', 'Early Access']",Road Dogs,2017-09-25,622470
"['Adventure', 'Casual', 'Indie']",Hidden Object - Food,2017-09-25,713590
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Hardcore Survival,2017-09-26,709250
"['Casual', 'Indie', 'Simulation']",StepX,2017-09-26,711210
['RPG'],BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣,2017-09-26,658260
"['Free to Play', 'RPG']",You Doesn't Exist,2017-04-04,688650
['Simulation'],Pinball FX3 - Portal ® Pinball,2017-09-26,657430
"['Action', 'Indie']",RUINER Official Soundtrack,2017-09-26,721620
['Action'],Ninja Shodown,2017-09-26,598840
"['Action', 'Indie']",RUINER,2017-09-26,464060
"['Casual', 'Indie']",Color Sudoku,2006-11-03,711190
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",About Elise,2017-09-26,448930
['Action'],EVE: Valkyrie – Warzone x24 Gold Capsule,2017-09-26,708523
['Indie'],Flippt,2017-09-26,716370
"['Indie', 'RPG', 'Strategy']",Age of Fear 3: The Elementalist Expansion,2017-09-16,688460
"['Action', 'Indie']",Wanderer of Teandria,2017-09-27,477910
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners: The Mabinogi Trading Card Game,2017-09-26,688430
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Starter Pack,2017-09-26,688860
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Advanced Starter Pack,2017-09-26,688970
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Collectors Pack,2017-09-26,688980
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",Emberdoom,2017-09-26,476670
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",NAVYFIELD,2006-08-18,675560
"['Casual', 'Indie', 'Simulation']",MEMETYPER,2017-09-27,699940
"['Casual', 'Strategy']",Ticket to Ride: First Journey,2017-09-27,600430
"['Adventure', 'Casual']",Rescue Team 4,2014-10-28,715090
"['Casual', 'Indie', 'Simulation', 'Strategy']",Mitosis,2017-09-27,574230
"['Adventure', 'Indie']",The Painscreek Killings,2017-09-27,624270
['Action'],Killer Instinct,2017-09-27,577940
"['Action', 'Indie']",The Walking Vegetables,2017-09-27,704840
"['Adventure', 'Free to Play']",Over The Moonlight,2017-09-10,692270
"['Adventure', 'Casual']",Dark Realm: Princess of Ice Collector's Edition,2017-09-27,709350
['Simulation'],Stable Orbit,2017-09-27,481190
['Casual'],Eveslan,2017-09-27,711630
"['Casual', 'Free to Play']",Idle Bouncer,2017-09-27,697610
"['Action', 'Indie']",Wishmere Original Soundtrack,2017-09-26,723040
['Action'],Killer Instinct - The Complete Soundtrack,2017-09-27,720530
"['Simulation', 'Strategy']",RollerCoaster Tycoon® Classic,2017-09-28,683900
"['Indie', 'Racing', 'Simulation', 'Early Access']",Tracks - The Train Set Game,2017-09-28,657240
"['Adventure', 'Casual']",Eventide 3: Legacy of Legends,2017-09-28,677020
"['Adventure', 'Indie', 'RPG']","Highlands, Deep Waters",2017-09-28,721760
"['Action', 'Adventure', 'Indie', 'RPG']",Vaporum,2017-09-28,629690
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Airport CEO,2017-09-28,673610
"['Action', 'Casual', 'Indie']",Stick Fight: The Game,2017-09-28,674940
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",Space Wrangler,2017-09-29,697490
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",The Cleansing - Versus,2017-09-28,625580
"['Adventure', 'Casual', 'Indie']",Romance with Chocolate - Hidden Object in Paris,2017-09-28,688570
"['Adventure', 'Casual', 'Indie', 'Strategy']",Hidden Object - Tools,2017-09-28,714570
"['Action', 'Indie']",The Armament Project,2017-09-29,708830
"['Adventure', 'Indie', 'RPG']",Choice of the Cat,2017-09-28,715440
"['Adventure', 'Indie', 'RPG']",The Last Monster Master,2017-09-28,722600
"['Action', 'RPG']",GOKEN,2017-09-28,671260
"['Action', 'Indie', 'Early Access']",Cult: Fear Inside,2017-09-28,622610
"['Adventure', 'Indie']",President Evil,2017-09-29,713080
"['Action', 'Adventure', 'Casual', 'Indie']",Adventures of Heroes,2017-09-29,713520
"['Action', 'Indie']",Astroe,2017-03-27,705800
"['Casual', 'Indie']",Carpe Diem: Reboot,2017-09-29,686760
"['Casual', 'Indie', 'Simulation']",Trials of the Illuminati: Amazing Wildlife Jigsaws,2017-09-30,713780
"['Adventure', 'Free to Play', 'Indie']",Symploké: La Leyenda de Gustavo Bueno (Capítulo 1),2017-08-07,678090
"['Action', 'Casual', 'Indie']",Lost in the Forest,2017-09-30,715060
"['Action', 'Indie', 'RPG']",Armored Kitten,2017-10-01,713530
"['Action', 'Indie', 'Early Access']",ionAXXIA,2017-10-01,681900
"['Action', 'Adventure', 'Casual', 'Indie']",Bubble Rush,2017-09-30,717910
"['Action', 'Casual', 'Indie']",Asteroid Hunter,2017-10-01,685700
"['Action', 'Indie']",Spartan,2017-10-03,685050
"['Casual', 'Indie', 'Simulation', 'Early Access']",ProtoMasons,2017-10-02,346760
"['Action', 'Adventure', 'Indie', 'RPG']",Secrets of Arcadia,2017-10-02,681190
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",No Heroes Here,2017-10-03,696140
"['Action', 'Adventure', 'Indie', 'RPG']",The Mines of Morseph,2017-10-03,691850
"['Casual', 'Strategy', 'Early Access']",Captivus,2017-10-03,686940
['Indie'],Grape Jelly,2017-10-03,716940
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 1 Month Omega Time,2017-10-03,695740
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 3 Months Omega Time,2017-10-03,695741
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 6 Months Omega Time,2017-10-03,695742
"['Action', 'Casual', 'Indie', 'Simulation']",Domino Dungeon,2017-10-04,718140
"['Casual', 'Indie', 'Simulation', 'Early Access']",Solar Lander,2017-10-16,724170
"['Action', 'Indie', 'RPG', 'Early Access']",Huge Bang Bang,2017-10-03,619670
"['Adventure', 'Early Access']",Reality Incognita,2018-12-31,604550
['Casual'],Tales of Inca - Lost Land,2017-10-03,717320
"['Indie', 'RPG']",Battle Chasers: Nightwar Digital Extras,2017-10-03,712630
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",JYDGE,2017-10-04,654050
"['Action', 'Indie']",Apez,2017-08-01,683210
"['Adventure', 'Casual', 'Indie']",How to Fool a Liar King,2017-10-04,635790
"['Action', 'Indie']",60 Second Strike,2017-10-05,696540
"['Action', 'Adventure', 'Indie']",After Death,2017-10-04,713160
"['Action', 'Indie']",The Red Front,2017-10-05,709790
"['Casual', 'Indie']",Dawn of a Soul,2017-10-02,701910
['Indie'],Gravity Ball,2017-10-05,716870
['Simulation'],FSX Steam Edition: Night Environment Denmark Add-On,2017-10-05,622358
"['Casual', 'Indie', 'Sports']",Hopscotch,2017-10-05,710310
"['Casual', 'Indie', 'Simulation']",Owl's Midnight Journey,2017-10-05,710940
"['Adventure', 'RPG']",Lantern of Worlds,2017-10-05,712070
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Abstractanoid,2017-10-05,714640
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Infinite Gateway,2017-10-05,713800
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",Forgotten Lore,2017-10-06,391240
"['Free to Play', 'Indie']",SORE,2016-07-29,690060
"['Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Mafia is Alive,2017-10-05,702180
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Qbike: Crypto Motorcycles,2017-10-05,713610
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Unearthing Process,2017-10-05,654700
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Pro Gamer Manager 2,2017-10-05,656530
['Strategy'],Arms Race - TCWE,2017-10-05,583590
"['Adventure', 'Indie']",A Hat in Time,2017-10-05,253230
"['Action', 'Casual', 'Indie']",RUNRUNRUN,2017-10-06,712210
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Stuttgart,2017-10-06,675350
"['Casual', 'Indie']",Vampires!,2017-10-06,713050
"['Action', 'Indie', 'Strategy']",Mushroom Wars 2,2017-10-06,457730
"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 4,2017-10-06,595420
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Empire Architect,2017-10-06,593490
"['Action', 'Indie']",Mall Mayhem,2017-10-06,629400
"['Action', 'Casual', 'Indie']",BLADENET,2017-10-06,684300
"['Indie', 'Racing', 'Early Access']",Pet Squad Racing,2017-10-06,710250
['Indie'],Gone Astray,2017-10-09,718970
"['Casual', 'Indie']",Cubic,2017-10-09,718330
"['Casual', 'Simulation', 'Sports']",3D MiniGolf: Candy Shop,2017-10-09,670560
['RPG'],Unrested Development,2017-10-09,718830
"['Casual', 'Indie', 'Strategy']",LOGistICAL: Japan,2017-10-06,718490
"['Action', 'Free to Play', 'Massively Multiplayer']",Prime Arena - Founder Pack,2017-09-16,678740
"['Adventure', 'Casual']",Hidden Expedition: The Fountain of Youth Collector's Edition,2017-10-09,723940
"['Casual', 'Indie', 'Strategy']",PEG,2017-10-09,699600
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Conspicuous Consumption DLC,2017-10-09,665500
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Freebot Assembly,2017-10-10,724280
"['Action', 'RPG']",The Surge - Fire &amp; Ice Weapon Pack,2017-10-10,702980
['Action'],Deadbeat Heroes,2017-10-10,614090
"['Indie', 'Sports', 'Strategy']",Bottom of the 9th,2017-10-11,705020
"['Action', 'Adventure', 'Indie']",Wunderdoktor,2017-10-11,705450
"['Adventure', 'Casual', 'Indie']",Run Zeus Run,2017-10-11,715510
"['Action', 'Indie', 'RPG']",Creekside Creep Invasion,2017-10-11,551060
"['Adventure', 'Casual']",Dark Romance: Vampire in Love Collector's Edition,2017-10-11,723930
"['Adventure', 'Casual', 'Indie', 'Strategy']",Mirrors,2017-10-11,709470
"['Action', 'Casual', 'Indie']",INWAY,2017-10-11,713950
"['Casual', 'Indie']",My Coloring Book: Animals,2017-10-11,721430
"['Casual', 'Indie', 'Strategy']",Don't Die!,2017-10-11,659870
"['Casual', 'Indie']",Feeding The Monster,2017-10-11,722250
['RPG'],新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),2001-07-21,695630
"['Action', 'Casual', 'Indie', 'Strategy']",The Village,2017-10-12,632050
"['Casual', 'Indie', 'RPG', 'Strategy']",Tiny Force Deluxe,2017-10-12,688620
"['Adventure', 'Indie']",Yono and the Celestial Elephants,2017-10-12,602430
"['Casual', 'Indie']",SiNKR,2017-10-12,676420
"['Action', 'Indie']",Train Bandit,2017-10-12,655370
"['Indie', 'RPG', 'Simulation', 'Early Access']",Island Build Masters,2018-03-08,709280
['Indie'],Neptunian Donut,2017-10-12,713540
"['Casual', 'Indie', 'Simulation', 'Early Access']",Pinball Wicked,2017-10-12,595960
"['Action', 'Adventure', 'RPG']",Chevo Lurker: Exodus,2017-10-12,712010
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Polish Armed Forces Camouflage Pack,2017-10-12,722800
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']",Frontiers.io,2017-10-12,721670
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Search and Rescue Camouflage Pack,2017-10-12,730490
"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Erica Alone in Deep Space,2017-10-13,576613
"['Adventure', 'Casual', 'Free to Play', 'Indie']",MobileZombie,2017-09-16,694180
"['Action', 'Casual', 'Indie']",Pooper Scooper,2017-10-13,682370
"['Adventure', 'Indie']",Shattered,2017-10-13,712620
"['Action', 'Indie']",Celestial Breach,2017-10-13,547970
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Valentine Panic,2017-02-14,658060
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",City of Ages: Picture Supportive Text MUD (server and client included),2017-10-23,688930
"['Adventure', 'Indie', 'Strategy']",The Legend of Slime,2017-10-13,701680
['Racing'],BAFL - Brakes Are For Losers,2017-10-18,573070
"['Indie', 'Simulation']",Gold Rush: The Game,2017-10-13,451340
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",大乱斗 Chaos Battle,2017-10-13,714880
"['Adventure', 'Casual', 'Indie']",Speebot,2017-10-13,731320
['Adventure'],Space Geekz - The Crunchy Flakes Conspiracy,2017-10-13,661550
"['Action', 'Casual', 'Indie']",Viral,2017-10-13,717840
"['Indie', 'Strategy', 'Early Access']",The Base,2017-10-13,707220
"['Design &amp; Illustration', 'Utilities']",CPUCores :: System Hardware Analyzer,2017-10-13,726480
"['Action', 'Casual', 'Indie']",Bounce Ball,2017-10-13,721080
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - US Marine Corps Camouflage Pack,2017-10-13,730510
"['Indie', 'Strategy']",Six-ear Macaque,2017-10-14,669000
"['Action', 'Free to Play', 'Massively Multiplayer']",Warface - Defender Pack,2017-10-16,720450
"['Casual', 'Indie']",Packet Queen #,2017-10-16,702930
"['Adventure', 'Casual']",Timeless: The Lost Castle,2017-10-16,729780
"['Action', 'Casual', 'Indie', 'Early Access']",Wasted Pizza,2017-10-16,709820
['Design &amp; Illustration'],mdiapp+ SE,2017-10-16,403030
"['Action', 'Casual', 'Indie']",Endless Treasure Hunt,2017-10-16,714290
"['Casual', 'Indie', 'Racing']",Nash Racing 2: Muscle cars,2017-10-16,713580
"['Action', 'Casual', 'Indie']",Black Friday: The Game,2017-10-16,712700
"['Action', 'Indie']",Overgrowth,2017-10-16,25000
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",3on3 FreeStyle,2017-10-16,624910
['Indie'],Senalux,2017-10-16,654580
"['Action', 'Casual', 'Indie']",Digby Extreme,2017-10-16,593070
"['Action', 'Indie']",Rosenkreuzstilette Freudenstachel,2017-10-17,564160
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Life At Space,2017-10-10,711120
"['Indie', 'Massively Multiplayer', 'Strategy']",WARZONE,2017-10-17,712230
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Chess Ultra Imperial chess set,2017-10-17,639001
"['Action', 'Indie', 'Massively Multiplayer']",Heliborne - Russian Federal Security Service Camouflage Pack,2017-10-17,730520
"['Adventure', 'Simulation', 'Sports']",theHunter™: Call of the Wild - Medved-Taiga,2017-10-17,695680
['Casual'],Entanglement,2017-10-17,719140
['Adventure'],Yorkshire Gubbins,2017-10-17,716650
"['Casual', 'Indie']",Golf 2D,2017-10-17,725680
